Ensembl_ID	TCGA-L5-A4OG-01A	TCGA-JY-A6FB-01A	TCGA-V5-A7RE-01A	TCGA-L5-A43E-01A	TCGA-LN-A49M-01A	TCGA-KH-A6WC-01A	TCGA-2H-A9GJ-01A	TCGA-L5-A893-01A	TCGA-LN-A7HV-01A	TCGA-L5-A4OH-01A	TCGA-IC-A6RF-01A	TCGA-JY-A93F-01A	TCGA-LN-A4A9-01A	TCGA-L5-A4OJ-01A	TCGA-LN-A5U7-01A
DPAGT1	3.825017244	3.990559602	3.90087843	3.273053396	2.456807208	2.466901744	3.415327869	3.219795328	3.934850864	4.676224453	2.441997193	2.855002565	1.906281513	4.218903875	2.535223685
DPCD	1.932855067	2.940498809	3.345286397	2.15913701	1.354894215	2.529834956	2.312159027	2.824893189	2.584683546	1.751694499	3.095461643	3.423168319	2.378202376	2.81273129	1.801645714
DPEP2	0.35447513	0.214617554	0.087799169	0.413224944	0.234572933	0.259183143	0.232168514	0.946981625	0.382007421	0.231041837	0.567166662	0.372383243	1.568453123	0.253061227	0.102089788
DPF1	0.327400184	0.156126366	0.149568539	0.097372773	2.793318039	0.153603803	0.24746138	0.461352682	1.084183238	0.300638175	0.684861866	0.359706617	0.665750065	0.156164745	1.53514679
DPF2	2.975085374	2.941278562	3.549648736	2.858431234	2.712482696	2.502894837	2.359967068	2.814731337	2.964357557	3.734153487	2.989311651	2.958731345	2.35435468	2.988342135	3.38732668
DPH1	1.897228113	2.495994415	1.888582226	1.993666711	1.586178003	1.514724249	2.487903552	1.800974631	1.598737051	2.145767737	2.199215141	1.775289672	2.115891632	2.53704242	2.032689571
DPH2	3.267293519	4.204972074	3.933480026	4.195408175	3.20196964	2.298594753	3.890546874	3.581057604	3.927120866	4.234594396	3.830297107	3.084200942	2.767629408	4.001063831	3.125409002
DPH3	3.183561092	2.876974267	3.139483538	3.063645079	3.2959284	2.189829573	3.675487431	3.056882947	2.416789131	2.955845506	2.879157387	2.435701525	2.891604072	3.418882175	3.182807922
DPH5	2.031943845	2.794105613	2.713506336	2.673983183	2.288452274	1.978137307	2.42406345	2.485441536	2.707464622	2.142444818	2.877562	2.724060388	1.476077564	2.77106817	2.190113197
DPH6	0.812606341	1.196298232	0.911334682	1.324767348	0.909863067	0.55001043	1.259575196	0.685381595	1.120826468	0.912745853	0.990711007	1.047617529	0.950429651	0.995903234	0.809842352
DPH7	2.371985001	2.406497278	2.2477686	2.583731916	1.976202116	1.266050069	1.904187264	2.073065697	2.724752788	2.791868012	2.272662524	2.102010511	2.853151796	2.252750107	2.131511518
DPM1	5.708883606	4.530833698	4.908582205	5.276236293	5.281714706	4.179505641	4.964004254	4.643164526	5.211248086	6.753401549	4.847975341	5.322721776	4.711759515	4.779236392	5.125145866
DPM2	4.12433457	4.505685376	3.885005201	4.231320128	4.324445823	3.192920723	3.707876478	4.231338208	5.425114741	3.925245429	3.757375442	4.219341044	4.051790606	4.209397376	3.523649027
DPM3	4.128832121	4.736491268	5.022561693	4.442610648	3.904067148	3.459143206	4.309581022	5.041175084	6.159874934	4.45672746	3.544214675	4.178995972	4.425285943	5.171282917	2.935801266
DPP3	4.384425818	4.613810922	4.479193575	3.813092935	4.42891799	3.520821963	4.043474982	4.382011701	4.876043877	4.367132062	3.713155653	3.376053508	3.001730483	4.418460891	4.292155613
DPP4	4.206299202	2.121970476	3.953003627	4.365078941	3.789678624	0.223066612	3.721178872	3.178230092	0.743195288	5.147897395	0.39301467	0.221154788	1.306724804	4.550655488	0.889641315
DPP7	5.239278439	5.154753111	4.138585882	4.714536852	3.612000749	3.65995932	5.372377841	3.907956056	4.650432155	5.235290248	3.968162806	3.584274977	4.69449686	3.655559483	3.402475323
DPP8	2.455339186	3.114917753	2.041963356	2.953042581	2.637326976	2.065019629	2.852572277	2.624924036	2.565727368	2.212714496	2.459170774	2.464342145	2.544236481	3.007830084	2.626363445
DPP9	4.326769319	4.187160671	3.878166639	3.774963237	3.897545302	3.192072927	3.775554287	3.914537936	3.983262435	4.515540464	3.532344423	3.808696543	3.566183058	4.2439036	4.652123063
DPT	0.283432302	1.04342708	0.252380452	0.603749868	0.498286609	1.167538221	0.819169754	3.14696304	1.235571891	0.506790873	1.992559284	0.282489004	0.951780778	0.830543349	0.710971169
DPY19L1	3.846156169	3.90922155	4.461900506	4.382456325	2.580905327	1.038006075	2.614163952	3.411634195	2.37085808	4.344951439	2.71324379	2.387297837	2.726634077	4.737405706	4.107610847
DPY19L2	0.137982873	0.098508522	0.078819692	0.070703407	0.159711475	0.204655192	1.043011975	0.20158268	0.063462913	0.118651555	0.100336777	0.213683887	0.560368501	0.22194458	0.281311302
DPY19L3	1.963850456	1.789747897	1.47992346	1.802970398	1.567940735	1.152380241	2.106997667	1.888408686	0.967836072	2.850054933	1.843847509	1.298535847	1.778628675	1.923205893	1.821859551
DPY19L4	2.661608345	2.034239467	2.520242423	3.618778601	2.863033693	1.655201507	2.394844779	2.217575655	2.552433727	2.478051474	1.937851189	2.514405957	3.630163066	2.404904423	3.338088883
DPY30	2.890950732	3.195694148	4.238111891	3.302469156	3.689836553	3.142887914	2.874709267	3.504211393	4.582300837	3.225024141	3.693307728	3.781239631	3.283517987	3.520427537	3.186670601
DPYD	2.235998439	1.410568428	0.852993166	2.547372669	2.176786429	2.80943372	0.426377514	1.915915185	1.25473756	0.64392214	2.505300126	0.291933422	3.172358571	1.232321013	3.465459631
DPYSL2	5.115564731	4.311119326	3.662167512	3.016880615	2.609419539	1.608039393	2.924854024	3.863899651	3.085596581	3.341479103	3.738406995	1.987736897	3.21657149	2.421108185	3.949029263
DPYSL3	2.625726844	2.576179908	0.962052781	1.918380108	3.525566001	2.010252665	1.457771546	3.429168972	4.899647726	2.519352776	1.947696275	3.466423646	4.718820012	1.790610224	4.068011635
DPYSL4	0.186155936	0.082547322	0.059678586	0.063013999	0.34427532	0.05622026	0.032275287	0.240938999	0.450810471	0.146646491	1.820271144	0.075953892	0.392978271	0.18190685	2.299301503
DQX1	1.318809761	0.832135544	1.618077721	2.950512858	1.54783717	1.456511272	2.896064831	2.716339585	2.611323237	3.024684318	1.520661931	1.35733887	1.494310466	3.594864479	1.214151961
DR1	2.760941331	3.012246832	3.240097349	2.930028368	3.423275608	2.609339005	3.163546872	3.407806507	2.741355614	2.871475404	3.160873815	2.974820822	3.178540751	3.637199924	3.125775045
DRAM1	3.098939234	3.106369295	2.744213945	3.108235829	2.010852112	1.048060625	1.981130419	2.068604141	2.629514739	2.237983566	1.937180459	1.394651405	3.054899807	1.544313577	2.572665317
DRAM2	2.79431265	3.560150904	3.614674408	4.053614383	3.416156799	3.006250385	3.153133778	3.862731727	3.524122002	3.479772615	3.438458977	3.310728829	2.422584348	3.95804129	2.783505809
DRAP1	4.594693447	4.350642668	4.587791194	4.481281202	5.636946911	4.642933874	3.772401018	4.685575197	5.814991587	5.072644404	5.323220453	5.136115437	5.002258809	3.838289525	5.676818227
DRAXIN	0.038529389	0.017039466	0.076939752	0.017613161	0.118423662	0.048739957	0.064393959	0.802337408	0.186824479	0.057486185	0.042714985	0.030581744	0.824488138	0.01192482	0.121745956
DRD4	0.489390073	0.744438583	0.887804739	1.367188742	0.496523572	0.640901828	1.744723736	1.224997725	2.163042668	1.276341666	1.775178895	0.866608077	3.263646918	0.673047702	0.469964784
DRG1	4.168699743	4.436846736	4.391664652	4.547009466	4.853792131	3.670628397	3.85628917	4.11884779	4.839487302	4.01225463	4.513507455	4.833783057	4.159496619	4.69145592	5.151728703
DRG2	1.892355255	1.818416377	1.886915773	1.795620737	1.724283787	1.722043277	2.062419819	2.030200061	1.810270159	1.986855079	2.144303357	2.127875685	1.990023186	2.137321044	1.990953048
DROSHA	2.808017916	2.830635411	3.378427182	2.401815881	2.882784724	2.370323297	2.091947814	2.767797169	3.449576402	4.018843186	2.764322947	2.554623605	3.111527872	3.349241461	3.332920564
DRP2	0.065080606	0.039015585	0.019210684	0.031456033	0.119056583	0.028031567	0.018868654	0.206090058	0.361311445	0.212230607	0.030388358	0.051996767	0.294493933	0.031877805	0.074676227
DSC2	4.345143223	2.117367047	4.718704344	3.443353161	7.571829606	7.292061495	2.010751582	5.5462217	5.133024493	3.574898422	5.522390829	6.994182262	6.951800342	4.393337794	5.600940089
DSC3	4.5973303	0.040222525	0.707092338	0.138131068	8.333326884	6.752906	0.157573658	4.756940649	7.442596976	0.273443682	7.456049963	7.371917702	8.216965625	0.151346115	8.317672659
DSCAML1	0.034248762	0.005104737	0.014926513	0.015774464	0.030777343	0.02565263	0.43003094	0.147419437	0.054105125	0.016795508	0.049187349	0.040502798	0.034156445	0.004992787	0.011389938
DSCC1	2.390439672	2.076839405	3.182092261	2.305072915	2.438459228	0.96501499	1.736613997	1.948004895	2.264297706	2.662797549	1.266635122	2.399511413	1.684570718	1.600817879	3.160089356
DSE	1.3775177	1.758315181	0.406687119	0.606722866	2.272052735	1.614238551	1.656125114	1.319558914	2.324074633	0.58224022	1.884640127	1.987711537	2.652290073	0.431230688	1.804847285
DSEL	0.117014656	0.121210618	0.059660184	0.529684542	0.306215896	0.171718997	0.082776496	0.25395543	0.788365485	0.102278131	0.800050605	0.194223985	0.535224709	0.11183788	0.342497601
DSG2	5.529092555	6.699378909	7.590518861	7.082952173	4.454705075	3.652323945	5.257885043	5.982698847	5.718755322	6.925621827	5.417580902	5.140104189	4.690802148	6.968929159	5.799774068
DSN1	3.067398516	3.28863178	3.721320419	2.594649127	2.748499597	1.884982655	2.931352336	3.178089257	3.300146903	5.557166792	2.326836286	3.013980104	2.394572855	3.078664204	3.721856123
DSP	6.60052452	5.54774106	6.02223242	6.157211508	9.585040725	9.59829529	5.604832753	7.479231055	8.889716388	6.076866538	9.08897138	8.885635613	8.484246832	6.424350896	8.647749543
DST	3.440075775	2.615964026	2.693220051	2.515881523	4.159067909	2.980899951	2.854419427	2.965388364	4.949475538	3.086970307	3.149672767	2.901447625	6.110169275	3.138857395	4.766282843
DSTN	6.518679021	6.656789449	6.314478369	6.149113197	5.977798191	6.466595712	5.839707496	6.379491579	6.897353305	4.93446864	6.980387285	6.568366259	6.29553054	6.430273079	6.508553307
DSTYK	1.87736267	1.780568388	2.202136201	1.768426683	2.209088513	2.265157594	1.214865299	1.969645212	1.786668521	2.333886565	2.12681596	1.987851055	2.072294675	0.961681734	2.537313216
DTD1	3.503177297	2.880348807	3.188576013	2.432637965	2.333183971	2.326308676	2.338500531	2.283602407	3.795488461	1.243180765	3.160260832	3.928836533	2.46100038	3.216160076	3.389167761
DTD2	2.309909363	2.560090533	2.875208118	3.206432025	3.725152293	2.281498896	2.299229791	2.040250298	2.166343486	2.703610941	2.649713158	3.278262869	2.430521231	2.653196683	3.127637497
DTL	2.531229855	2.985291257	3.267467438	1.840038351	2.872517483	1.327709454	1.767377901	3.013815694	3.013624433	3.105638738	2.133927822	2.197095167	1.832312465	1.960617139	4.038308034
DTNA	0.078430369	0.144823341	0.026216852	0.109110733	0.134573363	0.286610144	0.412302721	0.34838834	0.372242124	0.349201689	0.407585795	0.302504113	1.169928924	0.039827004	0.433422946
DTNB	1.616321424	1.31616587	1.527153116	1.893997133	1.390045476	1.153843802	0.719725459	1.755662341	2.525318978	1.328604183	3.537145103	1.337786187	1.327394481	1.097545185	1.567176844
DTNBP1	1.981090342	1.863566463	2.279639267	2.66513793	1.619787495	1.349844295	1.289220498	2.587431628	2.468971077	2.646159813	2.009501546	1.048813006	1.894149264	2.386045522	1.607037002
DTWD1	0.779526923	0.948721357	0.656971682	0.975227891	0.83325442	0.613280222	0.913690666	0.899170911	1.056250025	0.85430355	0.750437673	0.951104426	0.997478149	1.25364891	0.640940769
DTWD2	1.979464916	1.938401751	1.775907228	1.745720941	1.772810223	1.865561276	2.455395073	1.876925782	1.474675175	1.397698836	0.872181377	1.885956487	1.47394189	1.821919184	2.379976747
DTX1	1.3934572	1.300804995	0.690895316	0.90284387	1.009079914	1.394709534	0.789808855	2.856024783	0.214140746	0.344750523	2.174534901	1.206504087	1.766037906	1.610768626	0.375648967
DTX2	3.355244632	3.647990184	3.037717167	3.426736183	3.053867495	4.749693309	3.002911158	3.392371314	3.70569826	4.04216577	3.563579632	2.523606137	3.618075581	3.095217859	3.831436013
DTX3	0.717738825	1.907550197	0.693859593	0.530787044	2.221518925	1.18378067	2.220247769	2.04593093	1.700941354	0.600747802	1.706134544	0.245539545	2.903574476	0.466662398	2.641327579
DTX3L	4.896392535	4.699261087	5.267502911	4.763115339	4.621872751	4.018116086	5.015823107	4.603662165	3.183698287	4.577374615	5.105833518	3.385487969	5.21797368	4.539809782	6.225588317
DTX4	3.9978398	3.835637999	4.666071931	4.189064807	1.461582514	1.196901846	3.512910221	3.444313765	1.712700552	4.53893306	1.251875746	1.288085751	1.880247687	3.784150832	0.991400229
DTYMK	3.299585761	4.342317285	5.106331946	3.123560226	2.840451418	2.11067502	2.951907888	3.5036309	3.29178219	4.337466708	2.854689955	3.897111449	3.083179545	3.507579417	4.207273443
DUOX1	3.453375469	1.241264968	0.799014466	2.581018048	5.126090239	6.084200583	3.556072407	4.161415076	3.446163387	1.01259568	5.083512701	5.009620753	4.147001676	2.985055747	2.355378789
DUOX2	5.420113831	3.222244513	3.325113316	6.807530926	3.388034805	3.94121104	7.136742449	6.182973969	1.568916293	3.944846974	5.659378254	2.213705781	2.566573844	6.270986108	1.249658708
DUOXA1	2.797551132	0.315687552	0.579988608	2.254767105	4.813440056	5.198439293	2.406787658	3.257050322	3.837336344	0.218190229	4.854487654	4.714043963	4.007902824	0.837146397	2.660562267
DUOXA2	3.167283858	2.220749562	3.171774666	6.060904747	2.913283604	2.528793323	4.913230772	5.34964319	0.839534985	1.928333898	3.543320777	1.510268564	1.902527372	4.835379221	0.540144466
DUS1L	3.692476301	4.285677409	4.190887254	4.837125709	3.902491953	3.148346728	4.385191614	3.762304215	3.590275686	3.999891182	4.561762598	3.759667916	4.361964627	3.306423684	3.454972863
DUS2	1.893106593	1.797338321	1.489454356	2.072218068	2.707398981	1.602698763	1.62451516	1.784100847	1.593234168	2.240507042	2.130948694	2.66439997	2.119940496	1.402862694	1.558332548
DUS3L	2.847267202	2.974631354	3.038308061	2.605521685	3.206634905	1.993985794	3.105258153	2.872352743	3.193549432	2.837849932	2.729828419	2.591767686	2.824878122	3.255706423	3.178438782
DUS4L	1.893800654	1.738081656	1.436228543	1.6332915	1.435761889	0.833998472	0.906201208	1.01525924	1.773681435	2.58040992	1.390297856	1.446577523	1.803822127	1.430258859	1.989509966
DUSP1	5.493131129	4.473300195	4.422913979	4.0960879	6.493130761	6.946412292	7.097162878	7.675416231	7.174755801	4.955589508	7.892487203	8.571003157	7.541082599	5.254768587	7.132644649
DUSP10	3.23675443	2.989926007	3.067236801	1.934434484	2.58969102	1.633456647	0.996048351	2.67546055	3.633353379	1.442223592	1.366754134	1.757566737	4.422263171	1.407601945	1.69206292
DUSP11	2.772290767	2.636297011	2.666053561	2.887836603	4.06461754	3.238293387	2.757306221	2.667570361	3.561914288	2.568209822	3.973905572	4.129565931	3.30227987	3.148232948	3.15455791
DUSP12	3.174531381	3.177209282	4.017081338	2.742375801	3.358218137	2.040036362	2.971605042	2.881758738	3.215687398	4.01848588	3.301909419	2.824118601	3.02429492	3.472132123	3.051592457
DUSP14	3.009582388	3.355453578	3.341897726	3.233882202	5.831485841	4.118338612	3.140109317	2.715832399	5.327009077	2.792750132	4.23066736	4.020505602	4.570617848	2.658538596	4.068656398
DUSP15	0.763458409	0.152925638	0.072400747	0.076428562	0.036641216	0.326798094	0.790529733	0.835974633	0.066643394	0.813798081	0.073272752	0.048188901	0.074985972	0.111586436	0.02106554
DUSP16	3.227462211	4.399809215	3.728778641	4.13265845	1.437926792	3.726087802	4.095139686	3.697850776	3.412321185	4.278107215	3.8236526	2.896518855	2.908874961	3.451018245	3.086966205
DUSP18	1.33165487	1.904191173	2.076222858	2.534585354	2.118711093	1.36621161	1.58730663	2.297133352	1.503812773	1.760453784	1.367140032	1.902761124	2.232781705	1.788805684	2.31022946
DUSP19	0.269350094	0.750050065	0.639679679	0.921720853	0.700255437	0.53636873	1.261043396	0.581432362	0.476877078	0.872861859	0.219399526	0.370438504	0.571379349	0.970470041	1.223995693
DUSP2	2.799885904	2.470733264	2.50188706	2.351441418	1.468110977	0.549142254	3.735799735	2.431790885	1.486069364	2.636435659	3.581227145	1.677806406	1.80889327	1.885613874	1.802343544
DUSP22	2.199981775	1.951645128	1.725761979	2.156157965	2.650407982	3.189963577	1.327741598	2.685435538	2.445482268	2.549288621	2.992330348	2.52309143	2.846433225	2.045035827	1.970283592
DUSP23	2.315157126	4.232889965	4.659336869	0.988677118	5.606261157	4.328741061	3.952954468	4.536343273	5.928502799	1.43161944	1.855763357	0.846183812	4.528844934	4.673640352	3.933070169
DUSP28	0.930520234	1.095058416	1.265338365	1.336699185	0.488658674	0.772639867	1.286895494	0.984635179	0.918339279	1.43099117	1.314950718	0.693490919	1.016099041	0.934104322	1.056187286
DUSP3	4.135729855	4.280845922	3.459997329	4.211409248	3.500326624	3.897909859	4.651070052	4.195168921	3.580549513	4.574079895	3.494919332	3.539847334	3.882037024	4.369865888	3.896600239
DUSP4	6.13232632	4.91945488	3.622758834	4.597890111	0.773322732	1.63649055	4.458155579	4.047116824	0.964098629	1.792143654	0.847113741	0.531630762	1.540571662	5.097914552	0.834901584
DUSP5	4.111576007	1.459342533	0.601794185	0.897358319	2.872414701	5.888834453	5.85230669	4.092229379	2.058036064	2.171406747	3.646755498	5.809386844	4.500598243	0.96442799	2.313362253
DUSP6	4.118307458	3.017586372	4.48593564	3.855481678	4.206854411	1.606919203	4.606680118	3.239852866	4.502810867	2.848029555	5.241722148	3.872158028	6.007450554	2.53192888	4.271092301
DUSP7	4.064121347	2.979971325	2.761662852	2.490415092	4.884785427	3.709164472	2.660853482	3.721631091	3.97975095	2.668643921	6.008563638	6.280999169	5.425421323	2.576710767	5.192394114
DUSP8	2.745732253	3.624848148	2.617161469	2.621122542	1.463687003	0.56532343	3.444879509	3.368690223	2.888170484	3.723701241	1.874009099	2.969250451	2.614185695	2.351981418	0.989657557
DUT	2.756051092	4.038327373	2.847972044	2.671660615	3.896597359	2.718903895	2.926715282	3.369700501	4.653041507	2.46708122	3.288237127	4.080945196	3.694923386	3.820032418	3.976636938
DVL1	4.855813697	4.451565397	4.775145383	5.010069108	5.750580636	4.590864431	4.498982178	4.847547558	4.053090254	5.659433888	4.216272632	5.427724855	4.853344445	4.982058306	4.584865881
DVL2	2.222268557	3.03132234	3.221977554	2.080195709	2.982599696	2.822412907	2.644153952	2.927590707	2.712093254	2.87162327	3.8776374	2.904532282	2.923604546	2.564729191	3.880134026
DVL3	4.907127986	5.01936372	4.907142574	5.339741896	5.516582712	4.312795784	4.896005628	4.558277642	5.575259177	4.942223344	5.570508176	4.720963388	5.892413558	4.60473694	6.696450031
DXO	2.30209846	2.168287215	2.423810805	2.906843479	1.73561969	1.646253527	2.594550819	2.775774635	2.65520614	3.002302322	2.139618871	2.071668139	2.012282658	2.768655798	1.94056192
DYM	2.403958761	3.373866301	2.802745179	3.327540144	2.020309338	2.671628259	2.08959269	2.889939988	3.732785011	2.773648338	3.017031744	2.583647714	2.444550642	2.842186254	2.745269639
DYNC1H1	5.251763567	4.897686983	5.429831077	5.256194501	5.209523024	4.885314818	5.526876569	5.209442805	4.606748386	5.467281072	5.44802039	4.504881376	5.177739414	5.521936634	6.47932357
