Ensembl_ID	TCGA-BR-8680-01A	TCGA-IN-A7NR-01A	TCGA-CG-4440-01A	TCGA-R5-A7ZI-01A	TCGA-CG-4462-01A	TCGA-R5-A7O7-01A	TCGA-VQ-A8DZ-01A	TCGA-CG-5719-01A	TCGA-VQ-A8PQ-01A	TCGA-IN-7808-01A	TCGA-D7-A748-01A	TCGA-CG-4460-01A	TCGA-CG-4306-01A	TCGA-VQ-A8PJ-01A	TCGA-R5-A7ZF-01A	TCGA-CG-5724-01A	TCGA-CG-4465-01A	TCGA-BR-7957-01A	TCGA-BR-7196-01A	TCGA-CG-4301-01A	TCGA-CG-5722-01A	TCGA-BR-8289-01A	TCGA-CG-5716-01A	TCGA-CD-8529-01A
PPCS	4.238439642	3.646056315	3.717224373	3.870154036	3.780020744	3.239020439	4.277231958	3.549420712	3.973487352	3.7596889	3.74116848	4.104640908	4.785420056	4.04541135	4.102241013	4.04775247	4.401263434	3.388235155	3.822939849	4.12746996	4.102760618	4.161484155	4.300395336	3.840763249
PPDPF	8.71836309	10.06407729	8.224652605	9.973537501	7.508669061	9.829962601	10.13316861	9.864073722	8.506729812	9.999352716	9.268938282	7.834021939	8.118539601	9.644538927	9.288308032	10.84945228	7.460334262	7.530962814	9.070401761	8.25088244	9.63058452	8.966608946	9.3932875	10.15001342
PPFIA1	2.984350382	2.404080889	3.204511496	2.837325026	2.913640567	2.548377043	3.133880713	2.40990906	3.026306978	2.112054624	2.419518285	3.355130105	2.891653139	3.293537655	2.97256157	2.945469345	3.265355649	3.05253134	2.915829175	2.766677438	2.939208808	2.821580502	2.714095196	2.905842915
PPFIA3	1.839732746	1.150580544	1.962651643	0.847305088	0.724227842	1.547887714	2.406214485	1.48265862	0.913600051	1.952176999	0.742591374	1.272716408	1.130368934	2.150130571	2.18303087	1.096875531	1.609251865	0.891986675	1.806790881	0.726505866	1.763400136	1.61183544	1.085722476	2.54183123
PPFIBP1	2.332923421	2.690763422	2.627302866	1.905426755	3.133809891	1.720796708	1.494378522	2.533300655	2.935221743	3.17370141	2.464100196	3.369073146	2.717616745	2.115185315	3.683345051	2.260886083	2.798496577	3.186447978	2.531651599	2.938522663	1.427745959	2.573687939	2.228366696	2.530242782
PPFIBP2	2.305629832	2.991232643	2.644395484	2.583771875	2.406902966	1.909725404	2.480603978	2.43980982	3.496272252	2.729083896	1.825335619	1.892392163	2.046599233	3.501701696	1.143456032	0.511665485	2.223460362	2.124498228	2.729610695	3.348341023	3.636560021	2.310574291	3.593881514	2.275996783
PPHLN1	2.399357151	1.895993195	2.787025882	2.271466488	2.086572878	1.811922191	1.549318132	1.716578765	2.588172409	2.793902186	1.624677788	2.647029195	2.794471842	2.405506099	2.127534376	2.119033835	2.364595242	2.260859606	1.870244341	2.812896753	2.224265066	2.473893902	1.678942717	1.987761137
PPIA	6.920046131	7.433649713	7.437396546	8.235950916	5.9332428	7.811174128	7.866934493	7.409921356	6.41462327	6.892755993	6.927948792	6.710944834	6.818754102	7.23834307	8.149291756	7.874142708	7.011639002	6.373998104	6.78365617	6.55954394	7.656619723	6.917120802	6.90138837	6.54637398
PPIB	6.439371977	5.68514	6.403178487	6.020604168	6.137087955	6.582421808	7.511790488	7.138934458	5.451760998	6.406215226	6.638964989	6.33431325	6.758432012	6.945974728	5.773792858	6.282000096	6.753139365	5.960584941	6.515002371	6.077144033	6.41352168	5.927407434	6.595650506	6.871853628
PPIC	4.126786932	3.508652789	4.10203144	3.543317796	4.644939665	3.740318835	4.663073864	4.998814185	3.935964929	4.366786946	4.811264822	4.463869702	5.229144425	4.731710648	3.26625458	4.008697123	4.205605769	4.390894015	3.931282324	4.974778973	4.097480608	4.874866047	3.923698667	5.237427947
PPID	2.396537389	3.126439222	3.54136947	3.008033807	3.853740158	2.950405824	3.386854735	3.832909367	3.565107348	3.360497702	2.995865809	3.419725623	3.791036197	3.632020614	3.512021407	3.545823514	4.525472072	3.306706278	3.230171771	4.235161959	4.165468095	3.887113514	3.167526758	3.637473824
PPIE	2.422535104	1.911128654	2.548277863	1.76087503	1.819711111	2.03485144	2.484126549	1.843512324	2.358029164	2.121106549	1.555005939	2.736269493	2.237192708	2.064513824	2.507547672	2.297925067	2.138633257	2.006146872	1.582663948	1.780080888	1.678407691	2.317336534	1.870130289	1.890350438
PPIF	5.779616529	4.566261914	6.183858323	6.622927288	4.691922869	5.173668747	5.312215961	4.644583448	4.08178781	8.161948961	4.874546366	5.529887536	5.628600631	5.365956403	4.965039006	6.773297711	5.879373566	4.984661267	5.345425093	5.053996697	5.764906882	5.246372637	6.366646713	5.379456177
PPIG	4.615503573	3.791745039	3.629435464	3.369058682	2.880172519	3.447686219	3.803583146	3.298034631	3.997094755	4.260122785	3.127473876	3.498141623	3.767545515	3.899912625	3.116144011	2.715071882	3.629304738	3.191503123	3.688481019	3.44994551	3.441956513	3.775890898	3.066364661	3.427126469
PPIH	4.976417444	4.288197182	4.615821582	4.514823158	3.107537881	4.607984229	4.545961365	3.764369393	3.965010378	4.327200633	3.865915279	3.543561907	3.700852515	3.849501946	5.087875375	4.928480028	4.042151502	3.843140544	3.91981408	3.171823403	4.32694898	4.534305212	3.885770847	3.579840109
PPIL1	4.571816811	4.365827028	5.017476831	4.912207848	3.930150029	4.192335525	4.990555675	4.135128714	3.292522827	3.790984581	4.019277754	5.56121741	4.881200753	4.73582232	6.116941329	4.742474662	4.720473133	4.209657604	4.06829788	4.713943728	4.044741545	4.626862951	4.575132639	4.445122679
PPIL2	2.901038099	3.097677646	2.955729427	2.306807	2.734644813	1.828998778	2.895601316	2.769287985	3.14890624	3.333376326	2.186460282	2.369910616	2.85523613	3.592528044	2.534247951	2.438625911	2.86379733	3.038347136	3.065450474	2.804690434	2.589082422	2.963616283	2.908384632	3.314489833
PPIL3	2.827073891	3.050702467	2.57667993	2.435982456	3.131955265	2.167186348	2.608388616	2.859722326	2.607717981	2.708800353	2.566669525	3.29529746	3.562728084	1.31159092	2.082591051	2.087074461	3.405284177	2.299446262	2.273185238	3.636903483	2.546490732	2.181385742	2.452661721	2.321400102
PPIL4	3.071708662	3.114528555	3.920436203	3.037607843	3.743392942	3.41880489	3.763294314	2.782670428	3.516331932	3.503259937	2.932863815	3.896055156	4.393519929	3.580785082	3.580182176	3.348592454	4.119934714	3.653521583	3.6142149	4.25277688	3.253992517	4.194092074	3.121997309	3.543794984
PPIL6	1.0318449	0.407920516	0.600904567	0.093877832	0.428697252	1.033290164	0.385516105	0.272534281	0.412281043	0.931181305	0.275818284	0.271465654	0.327492236	0.311457986	2.271419629	0.416243555	0.357495388	0.719232225	0.339072774	0.255729302	0.453561004	0.940924143	0.364562819	0.370383416
PPIP5K1	1.868946648	1.82781821	1.585520481	1.263758728	1.12342308	1.170577913	1.603287668	1.093694576	1.812861985	1.868184271	1.006318499	1.956048271	2.00408092	1.802244898	1.08173757	0.985516123	1.601938134	1.688685116	1.217288036	1.577376197	1.505112895	1.427971365	1.81989822	1.219565073
PPIP5K2	2.083785719	1.60917682	1.95588365	1.156346476	2.234154134	1.001989762	1.375881223	1.306776121	2.485497227	1.733715497	1.476158629	2.13950589	2.613348472	1.838501162	1.300295941	1.131995008	2.582116978	2.020601041	1.427820981	2.412419218	1.383881385	1.69811771	1.991342448	1.656782385
PPL	3.555586666	6.463004357	1.261973657	0.900507805	3.586345656	3.137751648	3.730165261	4.204621657	2.743064589	1.530320753	2.806123937	3.61252226	3.336662349	4.41393796	4.069555897	3.954889	2.105180079	2.397215032	0.969726734	3.485765303	2.704350065	1.475312261	2.748858863	3.469507286
PPM1A	2.647601869	2.44176928	2.149672878	1.863578473	2.876990365	1.961998451	1.941176709	2.140729446	2.604161842	2.185077024	2.076602485	2.768145597	3.09957267	2.11338553	2.813710696	2.129221267	3.15760235	2.790432786	2.504365892	3.076017061	2.012637475	2.269804464	1.952696732	2.430438962
PPM1B	3.280060789	2.58628878	2.556445298	2.496252765	2.645052509	2.58571729	2.847529213	2.221717036	3.305371283	2.876713969	2.379552554	2.692303915	2.995413868	2.680155142	2.421611734	2.119345104	2.998455657	2.226367304	2.790916193	3.037878668	2.418612912	2.764758101	2.593233009	2.523521477
PPM1D	2.343734445	1.755664756	1.867320212	1.975785554	2.204850118	1.736300536	1.937241709	2.230937123	2.291489732	2.183980134	1.836804901	2.796585748	2.543392592	2.106469017	1.930595402	1.985613466	2.553010137	2.615887471	2.748097807	2.322045514	2.299410526	2.739225312	1.986792102	2.534531738
PPM1F	1.657894904	1.763900204	2.145864797	1.382323634	2.74051747	1.444184589	1.861859548	2.650062342	2.36001596	2.007818006	1.262482783	1.347021206	1.450029391	2.10381905	1.645804712	1.746123261	1.352630429	2.487917897	2.674236197	1.781935696	2.246317717	1.814524254	1.746240171	2.721311393
PPM1G	5.763860387	4.597140067	5.749878138	4.828095313	4.274786456	5.239023452	5.128260284	5.110958258	4.582001032	4.29894679	4.199206175	4.92872803	4.655710262	4.605134653	5.180099896	5.805944388	4.938799377	4.860171488	4.883718123	4.151995084	5.011311114	5.626908716	5.323097009	4.40225088
PPM1H	3.624651138	1.676377	0.948762962	1.108660665	2.387278121	1.343428748	2.500132966	2.662200722	3.177080203	3.054226368	1.777721556	2.293552651	2.32919142	3.020130879	2.946689005	0.415546034	1.833111675	2.664603616	1.946056886	3.149377435	2.401056851	2.828057634	1.955098174	2.8891804
PPM1J	0.434105326	0.724894845	0.371749924	0.896799675	0.40832032	0.909764045	0.554988394	0.554875811	0.681594129	0.698289116	0.555090899	0.634671029	0.864023188	0.350793208	0.406211416	0.754284815	0.308829523	0.259934832	0.320670913	0.322399811	0.370230213	0.457802464	0.413938192	0.657849915
PPM1K	0.62398469	1.555633138	0.939298482	1.461836622	1.106498502	1.555134634	0.812571214	1.118724325	3.056761504	2.57718438	1.437180346	1.378466982	1.354916341	0.752266326	0.603840029	0.600209746	1.170538471	1.27935914	1.797560097	1.119464504	1.710953566	1.517165978	1.457472006	1.753039445
PPM1L	0.962606832	2.13284899	1.257768618	0.638505223	3.110327699	0.900468393	1.76005752	1.745181192	1.73058024	0.933225044	1.535219942	2.791503234	2.108773567	0.872948887	1.676920376	1.223248173	1.16538135	2.178905992	2.293392196	2.953912471	1.827848653	1.12578136	1.370937691	1.911970432
PPM1M	1.624980017	2.452078107	1.765777687	1.996531219	2.912913839	1.530717974	2.323994072	2.493093813	3.352395326	3.08141169	2.659372549	2.7866713	1.740224584	1.61337963	0.77896648	1.900340446	1.909278916	2.305233105	2.681983745	1.939856165	2.434948232	2.483497262	2.080015505	2.961057481
PPM1N	0.993326232	1.67316596	1.210540615	1.442915629	0.98198738	2.016186195	1.575154674	2.412955326	0.927330803	1.210297738	1.195618459	1.010952896	1.303980574	1.173611497	1.237490756	1.644083065	1.005353167	0.568288095	1.630277887	0.486863654	1.484761565	2.663376645	0.735706409	2.291782776
PPME1	3.601194726	3.136044652	3.515345668	4.213481025	2.841795464	2.683233114	3.491773694	2.955724694	2.588582955	2.571087397	2.94195382	3.116089905	3.096557522	3.442222171	3.613048286	3.995887308	3.243479638	2.997504001	2.957413045	2.432782092	3.133580433	2.8936214	3.206542344	2.836318713
PPOX	1.953180839	1.494476285	1.51296124	1.377718734	1.099049907	1.240396245	1.294448036	1.238633154	1.697746846	2.225571327	1.042449326	1.990150439	1.329173015	1.54320698	2.104216755	1.342135866	0.962115517	1.303142016	1.190221997	0.931914314	1.585869	3.085362877	1.259014466	2.002677035
PPP1CA	5.819808466	5.747181757	6.246754552	5.851480444	5.596490541	4.982255152	6.247144066	6.127772088	5.053633466	5.508134994	5.190212551	5.932562514	5.997386572	5.578709824	6.150061903	7.767453757	6.162763726	5.336741714	6.081305036	5.403859514	6.407449545	5.786776348	6.488441287	5.955262878
PPP1CB	5.552324827	5.458965599	5.024694017	4.629503661	4.973645825	5.288925752	5.08056961	4.799698027	4.852018545	4.56646368	5.016390856	4.743423002	5.337917409	4.827448977	5.903589591	4.730750457	5.159625301	5.208976228	4.850980065	5.237680161	4.412137605	5.299984773	5.137970824	4.764915493
PPP1CC	4.910232913	4.205748803	4.950804445	4.827667121	4.44743712	4.475871971	4.437360027	4.274575844	4.368391299	4.584302184	4.180668309	4.780903188	4.899099052	4.8606181	4.631062144	4.465119888	5.043557031	4.932062756	4.456359099	4.633823538	4.906873656	4.880581828	4.536148787	4.516075321
PPP1R10	5.407318255	3.662333921	3.980505102	3.708662131	4.012374729	3.018813001	4.68474299	4.356271296	4.630291571	4.661587704	3.143379579	4.221857141	3.661383194	4.668078097	3.811556737	3.75535127	3.890330136	3.288333657	3.915351402	3.721476532	4.498237444	4.056528818	4.395289767	4.308862375
PPP1R11	4.8484466	5.432575342	5.572973696	5.516202729	5.293085183	5.199174177	5.60695998	5.473153658	4.749099392	5.144338738	5.408710548	5.935922453	5.650189711	5.646785379	5.98709019	5.318068154	5.534507372	4.724363489	5.157337337	5.66719886	5.029862824	5.347732275	5.979375285	5.086150175
PPP1R12A	3.824530848	2.74033079	3.07652795	2.203154773	3.07438376	2.311254451	2.851134057	2.557517885	3.559165847	3.158238928	2.399435047	2.904679967	3.14523501	2.782279114	2.192837391	2.501688156	2.566922011	3.217394977	3.236582857	2.831152894	2.605183997	2.704360817	2.333520564	2.780413865
PPP1R12B	1.649104227	2.161674531	1.213278831	1.175552458	2.525026034	1.316295466	1.803269675	2.672735035	2.741594992	2.502401155	1.626778285	1.908620868	2.478079711	2.155442659	1.063862699	0.663963421	1.429315605	4.711662232	4.117105684	2.317770986	1.636924856	3.604160369	1.955857995	3.018023868
PPP1R12C	3.393682781	2.407558729	3.006109388	2.126516483	2.754771648	2.546593138	2.682486657	3.472726804	3.520408117	3.17230754	2.233943283	2.39943675	2.101437692	3.322279386	2.372140187	3.189191544	2.124233588	3.591288959	4.331786017	2.293812179	3.387465063	3.604986658	3.491710255	3.464585595
PPP1R13B	2.812660666	2.976470832	3.217042072	1.698788541	2.374180539	2.588246726	2.88408465	2.500291618	2.612943041	2.535470363	1.722369841	2.955872717	2.239374548	3.097328903	1.915694162	2.320444233	2.106602053	2.742819882	2.524256323	2.510624369	2.221267097	2.532835667	2.830694343	2.749036623
PPP1R13L	4.690101047	5.103203995	3.325033008	1.497123692	2.809108611	2.782249933	3.122336683	3.766655788	2.711261686	2.805651245	3.773131106	3.241187351	2.956829292	3.926830954	4.431526668	5.039543667	3.108281885	2.984311522	3.869030081	2.450482989	2.527918079	3.199465475	2.517875779	2.90733177
PPP1R14A	0.851554906	3.092519763	3.765532277	1.588418062	2.103245333	3.686380636	3.579869171	4.430521445	1.027266118	0.944624504	2.318855998	2.741639814	1.383657899	2.49482879	1.905764946	4.058187765	0.943677884	2.901780585	4.319949004	1.917343968	2.843857724	3.908330621	2.455142123	2.633573265
PPP1R14B	5.947102511	6.216290299	5.601777602	5.84024912	4.125557311	5.952061451	7.013016949	5.824022917	3.770400168	5.133045623	5.584082743	4.2249822	4.978092452	5.02852072	6.98888747	7.62628427	4.440226456	4.908532764	5.376087834	4.487928004	5.821089957	5.659722667	5.632938436	5.694983771
PPP1R14D	4.624379666	1.792232809	3.435565163	0.343030078	2.198468594	2.989672691	5.411986218	3.059117602	3.455450871	1.754984728	4.480198665	2.096966113	0.824883237	3.846456826	4.447155977	1.091190649	5.669828615	1.61265726	1.116456171	2.164827759	1.271784822	2.747782002	1.876349579	2.950228843
PPP1R15A	4.204280439	4.28486085	4.811127595	4.07052503	3.923108961	4.161104138	4.700312886	4.478431921	4.380501172	5.13246571	3.782239573	4.337827355	4.527104016	4.6678514	4.859974109	4.627865667	4.017935942	4.002801786	5.832915067	5.303362422	6.36428213	3.814015248	4.356816242	4.697718736
PPP1R15B	4.735615948	3.925105747	4.086131699	3.421613746	4.015752496	4.211940353	4.502625692	3.566430511	4.305556004	4.553420644	3.342573939	4.718596779	4.86670217	5.004785976	4.164637329	3.306726312	4.968680874	4.534146832	4.442584336	4.711142107	4.264340145	4.728291063	4.258224453	4.319859814
PPP1R16A	3.115779605	2.635705489	2.661097938	2.518561546	2.14351627	2.556958001	4.707971982	2.946367865	2.209360476	2.2020903	1.746973629	2.547775105	2.144245635	3.530606537	3.188035596	2.612979304	2.55956625	2.45252634	2.525268675	1.801370551	2.908467047	2.263728336	3.122455094	2.708363869
PPP1R16B	0.252478514	1.894099449	0.750129202	2.374188848	2.554264113	1.787519886	1.091681332	1.982548992	4.104367322	4.30930192	0.999169394	1.513461628	1.797970462	0.829229617	0.717451596	0.78449416	1.174961369	2.171129513	3.194175909	1.385419428	3.715000823	0.976464853	3.409684599	3.200530483
PPP1R18	4.642819606	3.627894507	4.358773822	3.580384744	4.616359839	3.699860367	3.514484441	4.275206324	5.234631827	5.048890874	4.06284136	3.85201062	3.176456441	3.243105949	2.745927874	4.379779775	3.298742642	4.140577165	4.231298248	3.829703398	4.926029599	3.183713853	3.704884915	4.492321256
PPP1R1B	6.453888609	3.000614981	3.048230624	0.626634575	3.725125611	2.502401087	5.459296654	5.74317696	4.019943736	3.742226464	3.772231566	4.873973251	6.321479872	7.360703063	5.121389136	2.194028442	5.416287557	5.023234695	0.441081748	1.979279595	1.692826628	2.330598675	5.690443062	5.235989893
PPP1R1C	0.298840213	1.358208307	0.623833315	0.02934651	0.220808003	0.25331897	0.579801685	0.418660969	0.268790269	1.19104294	0.516530012	0.799111638	0.295920843	1.247187708	1.242974158	0.66303321	0.304416852	0.167820448	0.328136289	0.668166742	0.584985708	0.252259006	1.035542551	0.107135893
PPP1R2	4.091992085	3.347191423	3.471058149	2.960739543	3.73704242	3.594349273	3.393340944	3.55235721	4.022292639	3.532284135	3.441089366	4.097070325	4.022950148	3.587374933	3.351587488	3.423585245	3.520705128	3.860463057	3.851609494	3.925115418	3.386441371	3.410280465	3.287730967	4.029231934
PPP1R21	2.943911689	2.59721322	2.846916085	2.17610917	2.887468369	1.918966194	2.254108372	2.129047503	3.371373562	2.859533714	2.340430479	2.575134103	2.599477933	2.232933586	2.439463008	2.324101273	2.772952434	2.500869559	3.003221598	2.857434465	2.26152451	2.582311564	2.343491626	2.691292507
PPP1R26	3.84824589	1.942877028	2.292465783	2.315634088	2.389390215	2.686251657	2.860918375	2.882156672	3.079946338	3.45441142	1.792516807	2.285218189	2.379557881	2.392619745	2.794860621	3.713016044	2.274162674	2.905529104	3.27638872	3.046655802	3.103461331	3.669665462	2.589319151	2.025162689
PPP1R32	0.601123151	0.652581685	0.414045536	0.431573261	0.525928052	0.719320231	0.561469362	0.588668546	0.895636088	1.10411035	0.568779923	0.210688281	0.456376872	0.434986048	0.438364298	0.580131374	0.159205288	0.524419411	0.523656143	0.390865922	0.660152609	0.407580138	0.289376396	0.419209868
PPP1R35	3.970249088	3.909967997	4.194060781	5.26286872	2.764408815	4.773584114	3.850655959	3.45114727	3.709499079	4.776144649	3.275079516	3.043699491	3.203828091	3.817138845	4.676442487	5.3169543	3.186364252	2.726094898	3.731643353	2.276108241	3.860477301	4.141301479	3.689395002	4.17910703
PPP1R36	0.453119595	1.106980396	1.026309544	0.090769442	1.178812025	1.099717176	0.587560326	1.841145203	0.810371356	1.320545989	0.631713631	0.691652805	1.237819257	0.749238775	1.769143339	0.696385405	1.593995087	0.372147404	1.051565739	1.332848814	0.939207687	0.480872078	0.82827451	0.607190637
PPP1R37	2.948895611	2.504241909	2.942379487	1.838358437	2.25844139	1.855802038	2.497600888	2.829770806	2.419928516	3.331962389	2.123759227	2.655880137	1.946292365	2.840322114	2.217515833	2.840092033	1.845284489	2.599783201	3.243557686	2.347503074	3.338035692	2.84522921	3.286311005	2.807342916
